transaction_id,order_date,year,month,quarter,store_id,store_format,region,sales_channel,employee_id,customer_id,customer_segment,category,subcategory,product_id,supplier,base_price_php,unit_cost_php,discount_pct,selling_price_php,quantity_sold,gross_revenue_php,cogs_php,gross_profit_php,gross_margin_pct,shipping_cost_php,delivery_days,promo_type,payment_method,return_flag,return_reason,stock_level,reorder_point,stockout_flag,customer_rating,nps_score,loyalty_points_earned,marketing_spend_php
TXN-100454,2023-05-23,2023,5,Q2,STR-116,Online,Laguna,Mobile App,EMP-1016,CUST-17168,Churned,Beauty & Health,Skincare,PRD-1110,Supplier_N,418.1,231.56,50,209.05,1,209.05,231.56,-22.51,-10.77,287.69,3,Buy1Get1,Debit Card,0,None,86,74,0,3.4,,2,78.7
TXN-100455,2022-07-30,2022,7,Q3,STR-112,Kiosk,Pampanga,Third-Party Platform,EMP-1002,CUST-17269,VIP,Groceries,Frozen,PRD-1145,Supplier_F,1361.6,709.78,0,1361.6,1,1361.6,709.78,651.82,47.87,231.47,7,None,Bank Transfer,1,Late Delivery,283,20,0,4.5,,27,12.0
TXN-100456,2023-07-01,2023,7,Q3,STR-118,Express,NCR,Third-Party Platform,EMP-1054,CUST-19141,Regular,Groceries,Dairy,PRD-1140,Supplier_H,7079.72,3733.6,0,7079.72,3,21239.16,11200.8,10038.36,47.26,81.12,7,None,Cash,0,None,186,45,0,3.1,8.0,212,3.13
TXN-100457,2023-02-21,2023,2,Q1,STR-107,Online,Cagayan de Oro,In-Store,EMP-1025,CUST-16631,Regular,Groceries,Snacks,PRD-1176,Supplier_A,1940.58,1218.96,0,1940.58,1,1940.58,1218.96,721.62,37.19,0.0,0,None,Credit Card,0,None,29,77,1,4.7,10.0,19,91.82
TXN-100458,2023-07-03,2023,7,Q3,STR-118,Superstore,NCR,Third-Party Platform,EMP-1085,CUST-11442,VIP,Toys & Games,Board Games,PRD-1099,Supplier_C,1358.96,916.69,0,1358.96,3,4076.88,2750.07,1326.81,32.54,113.74,2,None,Debit Card,0,None,38,40,1,4.5,,81,74.52
TXN-100459,2022-01-30,2022,1,Q1,STR-102,Superstore,Davao,Third-Party Platform,EMP-1028,CUST-16589,Regular,Electronics,Laptops,PRD-1042,Supplier_M,873.07,535.85,0,873.07,7,6111.49,3750.95,2360.54,38.62,299.48,3,None,Cash,0,None,174,74,0,2.3,3.0,61,51.11
TXN-100460,2024-02-21,2024,2,Q1,STR-112,Kiosk,Iloilo,Website,EMP-1095,CUST-13380,At-Risk,Electronics,Audio,PRD-1147,Supplier_K,3925.47,2453.04,0,3925.47,14,54956.58,34342.56,20614.02,37.51,228.25,7,None,BuyNow PayLater,0,None,397,53,0,4.3,9.0,549,13.9
TXN-100461,2024-12-29,2024,12,Q4,STR-107,Kiosk,Davao,In-Store,EMP-1006,CUST-13860,New,Beauty & Health,Supplements,PRD-1014,Supplier_O,1155.47,671.16,0,1155.47,4,2310.94,1342.32,968.62,41.91,0.0,0,None,Debit Card,0,None,498,80,0,4.6,,23,66.51
TXN-100462,2022-10-23,2022,10,Q4,STR-107,Superstore,Pampanga,Third-Party Platform,EMP-1005,CUST-10034,VIP,Beauty & Health,Personal Care,PRD-1189,Supplier_K,1162.12,817.51,0,1162.12,19,22080.28,15532.69,6547.59,29.65,251.78,1,None,Maya,0,None,221,35,0,4.3,,441,209.22
TXN-100463,2022-05-22,2022,5,Q2,STR-103,Kiosk,Batangas,Website,EMP-1019,CUST-12611,Regular,Toys & Games,Outdoor Toys,PRD-1176,Supplier_L,444.24,327.46,40,266.54,3,799.62,982.38,-182.76,-22.86,174.56,10,Flash Sale,Maya,0,None,434,31,0,3.6,4.0,7,181.56
TXN-100464,2023-10-01,2023,10,Q4,STR-104,Superstore,NCR,Third-Party Platform,EMP-1090,CUST-13441,Regular,Electronics,Cameras,PRD-1172,Supplier_H,1213.91,584.81,0,1213.91,5,3641.73,1754.43,1887.3,51.82,199.07,3,Bundle Deal,GCash,0,None,196,34,0,4.1,,36,551.98
TXN-100465,2024-04-10,2024,4,Q2,STR-117,Online,Davao,Third-Party Platform,EMP-1004,CUST-18650,VIP,Apparel,Bottoms,PRD-1025,Supplier_B,3669.96,2686.84,50,1834.98,4,7339.92,10747.36,-3407.44,-46.42,118.48,10,Buy1Get1,Maya,0,None,130,57,0,3.5,7.0,146,530.63
TXN-100466,2022-04-22,2022,4,Q2,STR-118,Online,Laguna,Website,EMP-1029,CUST-13550,Regular,Home & Living,Furniture,PRD-1068,Supplier_B,1516.91,851.91,25,1137.68,1,1137.68,851.91,285.77,25.12,159.8,3,Percent Discount,Maya,0,None,390,45,0,3.8,,11,79.17
TXN-100467,2024-09-02,2024,9,Q3,STR-114,Kiosk,Cebu,In-Store,EMP-1070,CUST-18275,Regular,Beauty & Health,Haircare,PRD-1170,Supplier_K,844.67,582.22,50,422.33,1,422.33,582.22,-159.89,-37.86,0.0,0,Buy1Get1,Bank Transfer,0,None,226,47,0,2.6,8.0,4,657.52
TXN-100468,2022-02-20,2022,2,Q1,STR-107,Superstore,Iloilo,Website,EMP-1078,CUST-19402,Regular,Electronics,Mobile Phones,PRD-1024,Supplier_J,13770.17,8549.98,0,13770.17,1,13770.17,8549.98,5220.19,37.91,127.01,3,Loyalty Points,Credit Card,0,None,88,21,0,4.8,5.0,137,432.81
TXN-100469,2024-11-05,2024,11,Q4,STR-113,Express,Iloilo,Mobile App,EMP-1042,CUST-17789,New,Toys & Games,Outdoor Toys,PRD-1197,Supplier_N,331.17,238.45,0,331.17,3,662.34,476.9,185.44,28.0,67.86,7,None,Cash,0,None,183,75,0,4.4,,6,7.69
TXN-100470,2023-04-05,2023,4,Q2,STR-112,Express,Davao,Mobile App,EMP-1099,CUST-18098,Churned,Apparel,Footwear,PRD-1135,Supplier_N,3320.45,2293.96,5,3154.43,10,31544.3,22939.6,8604.7,27.28,146.84,5,Percent Discount,Bank Transfer,0,None,448,27,0,2.9,7.0,315,127.23
TXN-100471,2022-12-23,2022,12,Q4,STR-111,Online,Davao,Third-Party Platform,EMP-1019,CUST-10208,Regular,Automotive,Electronics,PRD-1125,Supplier_D,873.21,420.28,0,873.21,5,4366.05,2101.4,2264.65,51.87,267.69,10,None,Debit Card,0,None,387,36,0,4.8,,43,42.81
TXN-100472,2024-03-15,2024,3,Q1,STR-100,Express,Batangas,Website,EMP-1073,CUST-17858,Regular,Groceries,Beverages,PRD-1065,Supplier_M,1038.59,758.95,0,1038.59,5,5192.95,3794.75,1398.2,26.92,226.37,5,None,Cash,0,None,169,41,0,4.3,8.0,51,3.55
TXN-100473,2024-02-29,2024,2,Q1,STR-117,Superstore,Cagayan de Oro,Mobile App,EMP-1020,CUST-13302,Regular,Automotive,Electronics,PRD-1012,Supplier_J,2608.01,1721.01,0,2608.01,5,13040.05,8605.05,4435.0,34.01,160.33,5,None,Debit Card,0,None,413,40,0,2.9,,130,17.3
TXN-100474,2024-12-23,2024,12,Q4,STR-118,Kiosk,Laguna,In-Store,EMP-1076,CUST-17932,VIP,Groceries,Snacks,PRD-1035,Supplier_D,1205.02,821.56,50,602.51,20,11447.69,15609.64,-4161.95,-36.36,0.0,0,Flash Sale,Credit Card,1,Defective,24,48,1,4.2,2.0,228,240.88
TXN-100475,2023-09-14,2023,9,Q3,STR-102,Superstore,Pampanga,Third-Party Platform,EMP-1041,CUST-11642,Regular,Beauty & Health,Skincare,PRD-1065,Supplier_G,2070.35,1257.49,50,1035.17,3,3105.51,3772.47,-666.96,-21.48,134.91,7,Buy1Get1,Credit Card,0,None,274,27,0,4.0,1.0,31,76.54
TXN-100476,2023-01-09,2023,1,Q1,STR-119,Online,Pampanga,Website,EMP-1064,CUST-10149,VIP,Apparel,Tops,PRD-1132,Supplier_O,415.68,247.57,25,311.76,1,311.76,247.57,64.19,20.59,214.14,7,Percent Discount,Bank Transfer,0,None,440,44,0,4.5,,6,23.83
TXN-100477,2024-10-27,2024,10,Q4,STR-104,Superstore,Laguna,In-Store,EMP-1025,CUST-10063,New,Sports,Fitness,PRD-1169,Supplier_M,12562.05,9150.54,0,12562.05,2,12562.05,9150.54,3411.51,27.16,0.0,0,None,Maya,0,None,258,32,0,3.8,2.0,125,11.7
TXN-100478,2023-04-19,2023,4,Q2,STR-107,Express,Davao,Website,EMP-1004,CUST-12867,Churned,Automotive,Electronics,PRD-1153,Supplier_H,2082.22,1261.12,0,2082.22,1,2082.22,1261.12,821.1,39.43,294.09,3,None,GCash,0,None,460,27,0,3.3,6.0,20,4.92
TXN-100479,2023-04-29,2023,4,Q2,STR-104,Kiosk,Davao,Mobile App,EMP-1032,CUST-11831,At-Risk,Home & Living,Kitchen,PRD-1089,Supplier_I,443.91,229.85,0,443.91,15,6658.65,3447.75,3210.9,48.22,208.43,3,Bundle Deal,Bank Transfer,0,None,159,51,0,4.3,,66,45.45
TXN-100480,2022-09-10,2022,9,Q3,STR-113,Superstore,Cagayan de Oro,Website,EMP-1095,CUST-11820,New,Toys & Games,Educational,PRD-1063,Supplier_A,1336.58,641.86,50,668.29,2,1336.58,1283.72,52.86,3.95,286.68,5,Buy1Get1,GCash,0,None,77,54,0,4.0,,13,67.77
TXN-100481,2022-05-20,2022,5,Q2,STR-108,Online,Pampanga,Mobile App,EMP-1074,CUST-17370,New,Sports,Equipment,PRD-1166,Supplier_L,1233.9,863.17,15,1048.82,6,6292.92,5179.02,1113.9,17.7,181.9,2,Percent Discount,Credit Card,1,Changed Mind,431,71,0,,,62,30.87
TXN-100482,2022-06-15,2022,6,Q2,STR-100,Online,Laguna,Website,EMP-1008,CUST-19435,VIP,Beauty & Health,Personal Care,PRD-1145,Supplier_F,1855.9,1348.01,25,1391.93,5,6959.65,6740.05,219.6,3.16,62.39,3,Percent Discount,GCash,0,None,116,25,0,4.5,1.0,139,54.29
TXN-100483,2023-04-03,2023,4,Q2,STR-119,Kiosk,Iloilo,Mobile App,EMP-1072,CUST-16249,At-Risk,Automotive,Tools,PRD-1073,Supplier_D,1561.48,883.12,30,1093.04,1,1093.04,883.12,209.92,19.21,190.97,5,Percent Discount,Maya,0,None,51,31,0,3.9,9.0,10,591.52
TXN-100484,2024-01-18,2024,1,Q1,STR-101,Express,NCR,Mobile App,EMP-1033,CUST-15466,New,Beauty & Health,Haircare,PRD-1164,Supplier_D,1232.47,821.91,0,1232.47,1,1232.47,821.91,410.56,33.31,118.63,5,None,Credit Card,1,Changed Mind,101,46,0,3.0,5.0,12,167.86
TXN-100485,2024-02-23,2024,2,Q1,STR-105,Online,Pampanga,Third-Party Platform,EMP-1075,CUST-12860,At-Risk,Electronics,Accessories,PRD-1174,Supplier_L,456.94,257.64,50,228.47,1,228.47,257.64,-29.17,-12.77,207.38,2,Flash Sale,Cash,0,None,276,29,0,4.6,4.0,2,144.75
TXN-100486,2022-07-09,2022,7,Q3,STR-111,Online,Batangas,In-Store,EMP-1050,CUST-14829,VIP,Toys & Games,Outdoor Toys,PRD-1037,Supplier_H,7748.49,5617.53,5,7361.07,3,22083.21,16852.59,5230.62,23.69,0.0,0,Percent Discount,Credit Card,1,Changed Mind,184,59,0,4.5,,441,288.53
TXN-100487,2022-05-02,2022,5,Q2,STR-105,Online,Laguna,Website,EMP-1076,CUST-16297,Regular,Apparel,Outerwear,PRD-1129,Supplier_M,5831.3,3236.3,25,4373.48,5,21867.4,16181.5,5685.9,26.0,126.69,7,Percent Discount,GCash,0,None,23,54,1,4.7,,218,158.35
TXN-100488,2024-02-08,2024,2,Q1,STR-103,Kiosk,NCR,Mobile App,EMP-1078,CUST-19265,New,Electronics,Laptops,PRD-1181,Supplier_A,2899.14,2138.04,40,1739.48,2,3478.96,4276.08,-797.12,-22.91,55.73,3,Flash Sale,Cash,1,Wrong Item,22,78,1,4.3,6.0,34,725.79
TXN-100489,2022-09-18,2022,9,Q3,STR-102,Online,Batangas,Website,EMP-1074,CUST-12397,VIP,Groceries,Dairy,PRD-1164,Supplier_I,2916.66,1372.14,0,2916.66,1,2916.66,1372.14,1544.52,52.96,170.31,2,Loyalty Points,Maya,0,None,185,62,0,4.1,3.0,58,119.89
TXN-100490,2023-08-13,2023,8,Q3,STR-117,Superstore,Pampanga,In-Store,EMP-1074,CUST-18576,At-Risk,Toys & Games,Puzzles,PRD-1165,Supplier_I,3612.91,2095.82,0,3612.91,4,14451.64,8383.28,6068.36,41.99,0.0,0,None,Bank Transfer,0,None,226,46,0,3.8,2.0,144,136.27
TXN-100491,2024-12-14,2024,12,Q4,STR-104,Kiosk,Laguna,Website,EMP-1057,CUST-13059,Regular,Sports,Fitness,PRD-1138,Supplier_H,2594.61,1254.53,50,1297.31,5,2594.62,2509.06,85.56,3.3,68.56,5,Flash Sale,Maya,0,None,302,80,0,4.5,,25,272.5
TXN-100492,2024-12-09,2024,12,Q4,STR-109,Online,Pampanga,Website,EMP-1099,CUST-19429,At-Risk,Home & Living,Decor,PRD-1083,Supplier_E,2191.12,1406.74,0,2191.12,1,2191.12,1406.74,784.38,35.8,237.1,5,Bundle Deal,GCash,0,None,294,42,0,4.3,,21,146.62
TXN-100493,2023-10-23,2023,10,Q4,STR-109,Online,Laguna,In-Store,EMP-1081,CUST-14417,Churned,Sports,Footwear,PRD-1055,Supplier_E,4895.08,2237.0,0,4895.08,13,63636.04,29081.0,34555.04,54.3,0.0,0,None,BuyNow PayLater,0,None,328,74,0,1.7,,636,46.85
TXN-100494,2023-07-29,2023,7,Q3,STR-113,Kiosk,Cebu,In-Store,EMP-1049,CUST-15954,VIP,Sports,Footwear,PRD-1027,Supplier_M,9552.76,6192.31,0,9552.76,3,28658.28,18576.93,10081.35,35.18,0.0,0,None,Maya,0,None,280,39,0,4.9,7.0,573,8.16
TXN-100495,2023-01-31,2023,1,Q1,STR-107,Online,Cebu,In-Store,EMP-1019,,VIP,Sports,Outdoors,PRD-1189,Supplier_O,2943.48,1397.91,50,1471.74,1,1471.74,1397.91,73.83,5.02,0.0,0,Buy1Get1,GCash,0,None,212,80,0,3.6,,29,91.78
TXN-100496,2024-09-25,2024,9,Q3,STR-110,Express,Cebu,In-Store,EMP-1050,,New,Beauty & Health,Personal Care,PRD-1108,Supplier_K,204.81,129.99,0,204.81,1,204.81,129.99,74.82,36.53,0.0,0,None,Maya,0,None,454,28,0,2.9,,2,62.69
TXN-100497,2023-01-07,2023,1,Q1,STR-102,Express,Davao,Mobile App,EMP-1029,CUST-18703,New,Beauty & Health,Supplements,PRD-1061,Supplier_D,7468.0,5465.01,0,7468.0,4,29872.0,21860.04,8011.96,26.82,258.86,3,Loyalty Points,Cash,0,None,485,20,0,3.5,2.0,298,100.7
TXN-100498,2023-11-28,2023,11,Q4,STR-107,Online,Iloilo,Website,EMP-1081,CUST-12159,Regular,Sports,Fitness,PRD-1059,Supplier_A,5049.14,3627.29,0,5049.14,5,15147.42,10881.87,4265.55,28.16,294.47,14,Bundle Deal,Credit Card,0,None,481,20,0,4.1,3.0,151,576.23
TXN-100499,2023-06-05,2023,6,Q2,STR-103,Express,NCR,Mobile App,EMP-1067,CUST-14535,At-Risk,Toys & Games,Outdoor Toys,PRD-1023,Supplier_E,7096.23,3481.45,25,5322.17,4,21288.68,13925.8,7362.88,34.59,176.0,7,Percent Discount,BuyNow PayLater,0,None,80,78,0,4.4,0.0,212,75.12
TXN-100500,2022-01-04,2022,1,Q1,STR-113,Superstore,Batangas,Third-Party Platform,EMP-1070,CUST-11704,Churned,Home & Living,Furniture,PRD-1073,Supplier_F,522.3,360.04,0,522.3,1,522.3,360.04,162.26,31.07,175.31,2,Loyalty Points,Cash,1,Late Delivery,493,20,0,2.2,8.0,5,210.79
TXN-100501,2024-01-07,2024,1,Q1,STR-101,Online,Cagayan de Oro,Third-Party Platform,EMP-1041,CUST-11152,VIP,Groceries,Snacks,PRD-1044,Supplier_F,1696.2,1054.75,0,1696.2,20,33924.0,21095.0,12829.0,37.82,209.44,3,Bundle Deal,BuyNow PayLater,1,Defective,121,55,0,4.2,0.0,678,4.01
TXN-100502,2022-05-27,2022,5,Q2,STR-105,Online,Pampanga,Third-Party Platform,EMP-1096,CUST-17315,New,Home & Living,Kitchen,PRD-1139,Supplier_N,2092.38,1220.89,25,1569.29,2,3138.58,2441.78,696.8,22.2,121.17,7,Percent Discount,Bank Transfer,0,None,81,28,0,,,31,247.04
TXN-100503,2024-11-25,2024,11,Q4,STR-112,Superstore,Davao,Third-Party Platform,EMP-1011,CUST-16206,New,Toys & Games,Outdoor Toys,PRD-1008,Supplier_G,902.99,637.84,50,451.5,3,903.0,1275.68,-372.68,-41.27,280.38,14,Flash Sale,Cash,0,None,51,62,1,4.1,10.0,9,219.24
TXN-100504,2022-09-06,2022,9,Q3,STR-103,Superstore,Cebu,Website,EMP-1005,CUST-15223,Regular,Electronics,Laptops,PRD-1061,Supplier_I,5793.71,3281.37,0,5793.71,3,17381.13,9844.11,7537.02,43.36,162.24,3,None,Debit Card,0,None,204,33,0,3.7,10.0,173,9.06
TXN-100505,2022-09-01,2022,9,Q3,STR-104,Express,Iloilo,In-Store,EMP-1014,,Churned,Sports,Equipment,PRD-1117,Supplier_G,5890.75,4340.25,10,5301.68,13,68921.84,56423.25,12498.59,18.13,0.0,0,Percent Discount,GCash,0,None,454,66,0,2.1,,689,178.98
TXN-100506,2022-02-02,2022,2,Q1,STR-100,Online,Cagayan de Oro,Website,EMP-1072,CUST-18142,VIP,Home & Living,Lighting,PRD-1025,Supplier_K,1371.02,684.31,10,1233.92,1,1233.92,684.31,549.61,44.54,133.41,7,Percent Discount,Credit Card,1,Defective,211,28,0,4.3,4.0,24,17.34
TXN-100507,2022-03-25,2022,3,Q1,STR-102,Online,Laguna,In-Store,EMP-1088,CUST-12304,Regular,Apparel,Footwear,PRD-1014,Supplier_N,1429.69,658.69,50,714.85,3,2144.55,1976.07,168.48,7.86,0.0,0,Buy1Get1,BuyNow PayLater,1,Size Issue,203,20,0,2.9,5.0,21,14.41
TXN-100508,2023-05-06,2023,5,Q2,STR-109,Superstore,Batangas,Website,EMP-1060,CUST-10210,Regular,Home & Living,Furniture,PRD-1001,Supplier_M,4135.67,2522.0,0,4135.67,6,24814.02,15132.0,9682.02,39.02,108.43,3,None,GCash,1,Late Delivery,132,70,0,4.9,,248,33.15
TXN-100509,2023-07-22,2023,7,Q3,STR-100,Online,Davao,Mobile App,EMP-1012,CUST-19334,Regular,Groceries,Produce,PRD-1121,Supplier_K,535.46,343.75,0,535.46,5,2677.3,1718.75,958.55,35.8,229.1,7,None,Credit Card,0,None,131,33,0,4.7,8.0,26,9.5
TXN-100510,2023-06-28,2023,6,Q2,STR-117,Online,Davao,Mobile App,EMP-1004,CUST-12624,New,Automotive,Accessories,PRD-1117,Supplier_O,2302.5,1378.72,0,2302.5,4,9210.0,5514.88,3695.12,40.12,123.05,10,None,Cash,1,Size Issue,50,46,0,4.5,5.0,92,9.86
TXN-100511,2023-08-30,2023,8,Q3,STR-113,Superstore,NCR,In-Store,EMP-1033,,At-Risk,Sports,Fitness,PRD-1025,Supplier_G,3665.72,1693.66,30,2566.0,20,51320.0,33873.2,17446.8,34.0,0.0,0,Percent Discount,Bank Transfer,0,None,175,52,0,4.6,8.0,513,110.52
TXN-100512,2022-08-19,2022,8,Q3,STR-109,Superstore,Cagayan de Oro,Website,EMP-1024,CUST-14992,New,Automotive,Accessories,PRD-1166,Supplier_C,1649.39,856.67,30,1154.57,6,6927.42,5140.02,1787.4,25.8,289.4,10,Flash Sale,Credit Card,0,None,237,25,0,3.0,0.0,69,109.88
TXN-100513,2023-12-13,2023,12,Q4,STR-119,Superstore,Laguna,Mobile App,EMP-1012,CUST-12142,VIP,Apparel,Bottoms,PRD-1072,Supplier_L,1019.79,470.21,40,611.87,5,2447.48,1880.84,566.64,23.15,83.49,2,Flash Sale,Maya,0,None,460,58,0,4.0,6.0,48,324.65
TXN-100514,2024-02-29,2024,2,Q1,STR-110,Kiosk,Batangas,Website,EMP-1058,CUST-11684,Churned,Automotive,Tools,PRD-1066,Supplier_J,3112.34,1481.92,0,3112.34,1,3112.34,1481.92,1630.42,52.39,139.09,3,None,Credit Card,1,Changed Mind,123,29,0,2.4,4.0,31,81.98
TXN-100515,2022-12-26,2022,12,Q4,STR-109,Superstore,Davao,Third-Party Platform,EMP-1058,CUST-12775,Regular,Automotive,Car Care,PRD-1158,Supplier_L,875.43,654.32,20,700.34,4,1400.68,1308.64,92.04,6.57,107.27,5,Percent Discount,Bank Transfer,0,None,316,72,0,5.0,8.0,14,95.04
TXN-100516,2022-07-14,2022,7,Q3,STR-111,Express,NCR,Mobile App,EMP-1061,CUST-13879,New,Beauty & Health,Pharmacy,PRD-1171,Supplier_O,346.68,179.46,30,242.68,14,3397.52,2512.44,885.08,26.05,149.09,5,Flash Sale,Debit Card,0,None,6,32,1,3.7,3.0,33,27.13
TXN-100517,2024-12-24,2024,12,Q4,STR-109,Online,Davao,Website,EMP-1022,CUST-19720,Regular,Sports,Footwear,PRD-1164,Supplier_O,18218.8,12414.14,0,18218.8,3,54656.4,37242.42,17413.98,31.86,97.34,10,None,BuyNow PayLater,0,None,212,30,0,3.9,,546,43.44
TXN-100518,2022-09-03,2022,9,Q3,STR-102,Superstore,Laguna,In-Store,EMP-1065,CUST-11917,Regular,Groceries,Beverages,PRD-1007,Supplier_K,1290.45,605.5,50,645.23,5,3226.15,3027.5,198.65,6.16,0.0,0,Buy1Get1,Maya,0,None,151,80,0,3.3,,32,120.43
TXN-100519,2023-12-26,2023,12,Q4,STR-106,Superstore,Cagayan de Oro,In-Store,EMP-1079,CUST-18769,At-Risk,Home & Living,Decor,PRD-1162,Supplier_O,501.65,260.22,0,501.65,5,1504.95,780.66,724.29,48.13,0.0,0,Bundle Deal,Cash,0,None,41,28,0,2.9,5.0,15,129.35
TXN-100520,2022-06-30,2022,6,Q2,STR-110,Express,Pampanga,In-Store,EMP-1032,CUST-13957,New,Sports,Equipment,PRD-1129,Supplier_A,4947.69,2567.69,0,4947.69,7,34633.83,17973.83,16660.0,48.1,0.0,0,Loyalty Points,Credit Card,0,None,138,37,0,3.0,,346,506.75
TXN-100521,2024-02-12,2024,2,Q1,STR-113,Online,Cebu,Third-Party Platform,EMP-1061,CUST-13558,VIP,Beauty & Health,Skincare,PRD-1179,Supplier_I,2651.6,1689.34,0,2651.6,2,5303.2,3378.68,1924.52,36.29,115.6,10,Bundle Deal,Debit Card,1,Size Issue,1,76,1,4.6,9.0,106,179.13
TXN-100522,2022-12-30,2022,12,Q4,STR-113,Superstore,Iloilo,Website,EMP-1082,CUST-10972,New,Home & Living,Furniture,PRD-1165,Supplier_F,780.2,498.87,30,546.14,3,1092.28,997.74,94.54,8.66,274.56,3,Percent Discount,Maya,0,None,388,77,0,3.1,0.0,10,110.08
TXN-100523,2023-09-07,2023,9,Q3,STR-112,Online,Cagayan de Oro,Website,EMP-1022,CUST-15369,At-Risk,Home & Living,Lighting,PRD-1189,Supplier_G,1444.09,852.53,0,1444.09,6,8664.54,5115.18,3549.36,40.96,184.82,14,None,Cash,0,None,325,73,0,4.0,,86,62.91
TXN-100524,2024-01-26,2024,1,Q1,STR-100,Superstore,Iloilo,Website,EMP-1057,CUST-19726,Regular,Automotive,Electronics,PRD-1048,Supplier_G,8295.83,4437.91,0,8295.83,2,16591.66,8875.82,7715.84,46.5,207.93,5,Loyalty Points,Debit Card,0,None,18,43,1,2.4,,165,151.79
TXN-100525,2024-09-22,2024,9,Q3,STR-114,Express,Iloilo,Mobile App,EMP-1072,CUST-18312,VIP,Groceries,Produce,PRD-1052,Supplier_M,1651.09,944.18,0,1651.09,1,1651.09,944.18,706.91,42.81,191.54,10,None,BuyNow PayLater,0,None,271,77,0,4.7,0.0,33,77.73
TXN-100526,2022-06-27,2022,6,Q2,STR-117,Express,Cagayan de Oro,Website,EMP-1067,CUST-17444,Churned,Groceries,Produce,PRD-1155,Supplier_G,849.99,540.13,0,849.99,5,4249.95,2700.65,1549.3,36.45,173.96,3,Bundle Deal,Cash,0,None,380,20,0,3.0,5.0,42,378.51
TXN-100527,2023-03-04,2023,3,Q1,STR-117,Online,Iloilo,Website,EMP-1089,CUST-19332,Regular,Sports,Footwear,PRD-1133,Supplier_M,2590.59,1870.54,50,1295.3,4,5181.2,7482.16,-2300.96,-44.41,279.77,5,Buy1Get1,GCash,0,None,170,68,0,3.2,7.0,51,159.59
TXN-100528,2024-03-02,2024,3,Q1,STR-110,Kiosk,NCR,Third-Party Platform,EMP-1003,CUST-17114,At-Risk,Apparel,Footwear,PRD-1140,Supplier_L,933.45,691.29,30,653.41,1,653.41,691.29,-37.88,-5.8,64.37,3,Percent Discount,Maya,0,None,17,62,1,3.5,6.0,6,52.09
TXN-100529,2023-12-17,2023,12,Q4,STR-102,Express,Cagayan de Oro,In-Store,EMP-1030,CUST-17180,Regular,Automotive,Parts,PRD-1050,Supplier_J,6518.0,3441.03,20,5214.4,3,10428.8,6882.06,3546.74,34.01,0.0,0,Percent Discount,Credit Card,0,None,256,36,0,2.8,6.0,104,36.87
TXN-100530,2024-03-10,2024,3,Q1,STR-110,Online,Laguna,In-Store,EMP-1000,CUST-19528,At-Risk,Sports,Equipment,PRD-1141,Supplier_K,274.1,164.91,40,164.46,16,2631.36,2638.56,-7.2,-0.27,0.0,0,Flash Sale,Cash,0,None,237,44,0,3.7,,26,291.58
TXN-100531,2023-08-09,2023,8,Q3,STR-104,Kiosk,Cebu,Mobile App,EMP-1038,CUST-15449,VIP,Beauty & Health,Haircare,PRD-1016,Supplier_J,528.65,366.15,0,528.65,7,3700.55,2563.05,1137.5,30.74,269.06,7,None,Bank Transfer,0,None,77,30,0,4.5,9.0,74,3.89
TXN-100532,2024-02-15,2024,2,Q1,STR-108,Online,Cebu,Mobile App,EMP-1088,CUST-19166,At-Risk,Electronics,Audio,PRD-1023,Supplier_J,10832.04,5949.24,0,10832.04,2,21664.08,11898.48,9765.6,45.08,105.45,2,Bundle Deal,BuyNow PayLater,0,None,496,58,0,3.6,,216,260.52
TXN-100533,2022-08-22,2022,8,Q3,STR-110,Superstore,Cagayan de Oro,Mobile App,EMP-1008,CUST-19767,At-Risk,Apparel,Footwear,PRD-1027,Supplier_K,1336.53,984.94,30,935.57,8,7484.56,7879.52,-394.96,-5.28,159.39,7,Percent Discount,Maya,0,None,168,64,0,1.8,7.0,74,310.34
TXN-100534,2022-12-19,2022,12,Q4,STR-103,Kiosk,Iloilo,Third-Party Platform,EMP-1097,CUST-10667,VIP,Electronics,Mobile Phones,PRD-1169,Supplier_D,2401.46,1282.87,0,2401.46,3,2401.46,1282.87,1118.59,46.58,253.96,2,None,Debit Card,0,None,108,45,0,2.9,,48,160.51
TXN-100535,2023-01-23,2023,1,Q1,STR-109,Superstore,Davao,Third-Party Platform,EMP-1029,CUST-19086,At-Risk,Beauty & Health,Personal Care,PRD-1130,Supplier_G,317.03,203.96,0,317.03,1,317.03,203.96,113.07,35.67,93.92,3,None,Maya,0,None,326,53,0,4.3,3.0,3,19.24
TXN-100536,2023-12-19,2023,12,Q4,STR-119,Superstore,Pampanga,Mobile App,EMP-1041,CUST-18497,Regular,Beauty & Health,Haircare,PRD-1076,Supplier_N,358.84,262.93,0,358.84,6,1076.52,788.79,287.73,26.73,264.48,14,Loyalty Points,Bank Transfer,0,None,452,62,0,2.9,10.0,10,104.87
TXN-100537,2024-04-15,2024,4,Q2,STR-102,Express,Cagayan de Oro,Third-Party Platform,EMP-1053,CUST-16702,At-Risk,Apparel,Footwear,PRD-1037,Supplier_M,1641.72,994.99,0,1641.72,5,8208.6,4974.95,3233.65,39.39,146.84,10,None,Cash,0,None,359,33,0,4.2,,82,134.34
